task,condition,rho,seed,step,train_loss,answer_accuracy,exact_trace_accuracy,free_step_accuracy,colon_rate,mean_first_error,teacher_full_step_accuracy,teacher_state_accuracy,teacher_state_token_accuracy,teacher_state_nll,predicted_exact_trace_probability,gradient_alignment,gradient_cosine,clean_corrupt_cosine,clean_state_gradient_norm,training_gradient_norm,between_component_variance,projected_gradient_mean,projected_gradient_variance,clean_state_loss,diagnostic_training_loss
boolean_circuit_8,rho=0.5000,0.5,2005,4000,0.2751864194869995,0.077,0.005,0.14875,0.998,1.724,0.40478515625,0.41064453125,0.7923583984375,0.5043982136357954,0.000699494260467462,0.07039742171764374,0.24442367255687714,-0.4681223928928375,0.651459276676178,0.18763373792171478,0.09713947027921677,0.045702746137976646,0.07837320714769841,0.49949655681848526,0.2804171068914454
boolean_circuit_8,rho=0.5000,0.5,2005,8000,0.23481318354606628,0.143,0.075,0.3425,1.0,3.3695,0.673828125,0.6796875,0.90869140625,0.28787152246340497,0.04224189132398762,0.06612587720155716,0.25823333859443665,-0.5174182057380676,1.1992582082748413,0.3071020841598511,0.2867855727672577,0.07936347648501396,0.20566641921487713,0.27985985577106476,0.23697060678217147
boolean_circuit_8,rho=0.8000,0.8,2005,1000,0.5578015446662903,0.067,0.0,0.019875,0.9495,1.069,0.0224609375,0.15673828125,0.6549072265625,0.6214219163084636,3.8933700013954464e-15,0.41026461124420166,0.6248871088027954,0.36855003237724304,0.5540758371353149,0.363778680562973,0.050415296107530594,0.22691207863390447,0.02206077061432594,0.6093370467424393,0.5476251773369634
boolean_circuit_8,rho=0.8000,0.8,2005,4000,0.16515442728996277,0.1235,0.0495,0.3093125,0.998,3.0265,0.64208984375,0.6435546875,0.901611328125,0.2549694751774041,0.028398734935768867,0.11309147626161575,0.6618923544883728,-0.8991749882698059,0.9045713543891907,0.15456002950668335,0.41975292563438416,0.10242554545402535,0.3747974642627479,0.24770322814583778,0.17646839536459524
boolean_circuit_8,rho=0.8000,0.8,2005,8000,0.08797217160463333,0.776,0.7705,0.88375,0.9995,8.04,0.9697265625,0.97021484375,0.9925537109375,0.06740606326134468,0.7813728357475453,0.1878087967634201,0.7285279631614685,-0.6697153449058533,1.1115342378616333,0.2865544259548187,0.4147292375564575,0.2087548583745957,0.2857348763403599,0.0642033638432622,0.10373569220234659
boolean_circuit_8,rho=0.9000,0.9,2005,1000,0.5210127234458923,0.0705,0.0,0.0316875,0.943,1.171,0.04443359375,0.18603515625,0.6761474609375,0.5995580430171685,9.653736143810931e-14,0.4038946032524109,0.5041923522949219,-0.015944771468639374,0.510803759098053,0.40920290350914,0.06695234030485153,0.20584064833819865,0.021114057348512554,0.5833474844694138,0.5109435839903468
boolean_circuit_8,rho=0.9000,0.9,2005,4000,0.13210907578468323,0.2015,0.128,0.4246875,0.9995,4.049,0.75537109375,0.7578125,0.93115234375,0.17046802080812995,0.10454386614462685,0.22656971216201782,0.5973004698753357,-0.47680240869522095,0.7291918396949768,0.2766059637069702,0.524274468421936,0.16494157090783124,0.19231667232655916,0.17292150855064392,0.12661567040956673
boolean_circuit_8,rho=0.9000,0.9,2005,8000,0.05959611013531685,0.821,0.812,0.923125,0.9995,8.3615,0.9736328125,0.97509765625,0.9937744140625,0.048237261139831844,0.8058786089791266,0.139705628156662,0.6154711246490479,-0.8322944641113281,0.6642350554466248,0.150778129696846,0.533893883228302,0.09273820370435723,0.3812664453124312,0.04544596653431654,0.06989013341468335
boolean_circuit_8,rho=1.0000,1.0,2005,1000,0.44466620683670044,0.0725,0.0,0.04875,0.9515,1.244,0.07177734375,0.2509765625,0.7130126953125,0.5565155083049831,3.71286335010268e-11,0.46936845779418945,0.46222275495529175,-0.24005942046642303,0.505018413066864,0.5128433108329773,0.0,0.2363111488521099,0.02376006951108904,0.5395619869232178,0.4387082394405604
boolean_circuit_8,rho=1.0000,1.0,2005,4000,0.035591330379247665,0.3215,0.271,0.5578125,0.9995,5.2665,0.84423828125,0.84716796875,0.95751953125,0.09378227740213863,0.25510132355629916,0.3996393084526062,0.9922598600387573,-0.5371202826499939,1.355560064315796,0.545986533164978,0.0,0.5427206605672836,0.07154323866285206,0.09137644432485104,0.03922850305595855
boolean_circuit_8,rho=1.0000,1.0,2005,8000,0.006015538703650236,0.9395,0.9355,0.982,1.0,8.8505,0.98974609375,0.98974609375,0.9971923828125,0.00836322086866649,0.9197367683775326,0.39960217475891113,0.8751892447471619,-0.06131986156105995,0.32622820138931274,0.14895838499069214,0.0,0.13065875601023436,0.0065719989823540634,0.004925045475829393,0.002759369777985238
